input_address,cbsa_code,cbsa_name,cbsa_type,scrape_timestamp,service_name_group,lot_size,treatment_area,cost,discount,net_cost,total_cost
"237 CAMPFIRE DR, MURFREESBORO, TN 37128",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:03:41.604764,Fertilization,5996.0,5996.0,75.85,0.0,75.85,75.85
"237 CAMPFIRE DR, MURFREESBORO, TN 37128",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:03:41.604764,Weed Control,5996.0,5996.0,75.85,0.0,75.85,75.85
"237 CAMPFIRE DR, MURFREESBORO, TN 37128",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:03:41.604764,Liming,5996.0,5996.0,75.85,0.0,75.85,75.85
"237 CAMPFIRE DR, MURFREESBORO, TN 37128",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:03:41.604764,Disease Control,5996.0,5996.0,104.5,0.0,104.5,104.5
"237 CAMPFIRE DR, MURFREESBORO, TN 37128",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:03:41.604764,Mosquito Control,5996.0,5996.0,79.0,0.0,79.0,79.0
"237 CAMPFIRE DR, MURFREESBORO, TN 37128",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:03:41.604764,Aeration,5996.0,5996.0,200.4,0.0,200.4,200.4
"237 CAMPFIRE DR, MURFREESBORO, TN 37128",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:03:41.604764,Aeration and Overseeding,5996.0,5996.0,373.05,0.0,373.05,373.05
"237 CAMPFIRE DR, MURFREESBORO, TN 37128",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:03:41.604764,Soil Management,5996.0,5996.0,207.25,0.0,207.25,207.25
"701 BUCHANAN ST, NASHVILLE, TN 37208",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:04:38.469296,Fertilization,1446.6,1446.6,63.0,0.0,63.0,63.0
"701 BUCHANAN ST, NASHVILLE, TN 37208",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:04:38.469296,Weed Control,1446.6,1446.6,63.0,0.0,63.0,63.0
"701 BUCHANAN ST, NASHVILLE, TN 37208",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:04:38.469296,Liming,1446.6,1446.6,63.0,0.0,63.0,63.0
"701 BUCHANAN ST, NASHVILLE, TN 37208",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:04:38.469296,Disease Control,1446.6,1446.6,84.75,0.0,84.75,84.75
"701 BUCHANAN ST, NASHVILLE, TN 37208",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:04:38.469296,Mosquito Control,1446.6,1446.6,79.0,0.0,79.0,79.0
"701 BUCHANAN ST, NASHVILLE, TN 37208",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:04:38.469296,Aeration,1446.6,1446.6,149.55,0.0,149.55,149.55
"701 BUCHANAN ST, NASHVILLE, TN 37208",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:04:38.469296,Aeration and Overseeding,1446.6,1446.6,269.6,0.0,269.6,269.6
"701 BUCHANAN ST, NASHVILLE, TN 37208",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:04:38.469296,Soil Management,1446.6,1446.6,114.6,0.0,114.6,114.6
"341 FIELDCREST DR, NASHVILLE, TN 37211",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:14.493249,Fertilization,8192.8,8192.8,91.0,0.0,91.0,91.0
"341 FIELDCREST DR, NASHVILLE, TN 37211",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:14.493249,Weed Control,8192.8,8192.8,91.0,0.0,91.0,91.0
"341 FIELDCREST DR, NASHVILLE, TN 37211",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:14.493249,Liming,8192.8,8192.8,91.0,0.0,91.0,91.0
"341 FIELDCREST DR, NASHVILLE, TN 37211",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:14.493249,Disease Control,8192.8,8192.8,131.3,0.0,131.3,131.3
"341 FIELDCREST DR, NASHVILLE, TN 37211",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:14.493249,Mosquito Control,8192.8,8192.8,79.0,0.0,79.0,79.0
"341 FIELDCREST DR, NASHVILLE, TN 37211",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:14.493249,Aeration,8192.8,8192.8,267.05,0.0,267.05,267.05
"341 FIELDCREST DR, NASHVILLE, TN 37211",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:14.493249,Aeration and Overseeding,8192.8,8192.8,506.2,0.0,506.2,506.2
"341 FIELDCREST DR, NASHVILLE, TN 37211",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:14.493249,Soil Management,8192.8,8192.8,279.7,0.0,279.7,279.7
"2105 18TH AVE S, NASHVILLE, TN 37212",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:39.372276,Fertilization,3490.8,3490.8,68.85,0.0,68.85,68.85
"2105 18TH AVE S, NASHVILLE, TN 37212",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:39.372276,Weed Control,3490.8,3490.8,68.85,0.0,68.85,68.85
"2105 18TH AVE S, NASHVILLE, TN 37212",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:39.372276,Liming,3490.8,3490.8,68.85,0.0,68.85,68.85
"2105 18TH AVE S, NASHVILLE, TN 37212",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:39.372276,Disease Control,3490.8,3490.8,93.25,0.0,93.25,93.25
"2105 18TH AVE S, NASHVILLE, TN 37212",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:39.372276,Mosquito Control,3490.8,3490.8,79.0,0.0,79.0,79.0
"2105 18TH AVE S, NASHVILLE, TN 37212",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:39.372276,Aeration,3490.8,3490.8,165.8,0.0,165.8,165.8
"2105 18TH AVE S, NASHVILLE, TN 37212",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:39.372276,Aeration and Overseeding,3490.8,3490.8,286.3,0.0,286.3,286.3
"2105 18TH AVE S, NASHVILLE, TN 37212",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:06:39.372276,Soil Management,3490.8,3490.8,127.35,0.0,127.35,127.35
"4884 TERRAGON TRL, ANTIOCH, TN 37013",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:04.897426,Fertilization,2481.5,2481.5,66.5,0.0,66.5,66.5
"4884 TERRAGON TRL, ANTIOCH, TN 37013",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:04.897426,Weed Control,2481.5,2481.5,66.5,0.0,66.5,66.5
"4884 TERRAGON TRL, ANTIOCH, TN 37013",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:04.897426,Liming,2481.5,2481.5,66.5,0.0,66.5,66.5
"4884 TERRAGON TRL, ANTIOCH, TN 37013",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:04.897426,Disease Control,2481.5,2481.5,89.0,0.0,89.0,89.0
"4884 TERRAGON TRL, ANTIOCH, TN 37013",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:04.897426,Mosquito Control,2481.5,2481.5,79.0,0.0,79.0,79.0
"4884 TERRAGON TRL, ANTIOCH, TN 37013",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:04.897426,Aeration,2481.5,2481.5,149.55,0.0,149.55,149.55
"4884 TERRAGON TRL, ANTIOCH, TN 37013",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:04.897426,Aeration and Overseeding,2481.5,2481.5,275.4,0.0,275.4,275.4
"4884 TERRAGON TRL, ANTIOCH, TN 37013",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:04.897426,Soil Management,2481.5,2481.5,123.0,0.0,123.0,123.0
"323 GATEWOOD AVE, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:15.952170,Fertilization,4085.2,4085.2,72.35,0.0,72.35,72.35
"323 GATEWOOD AVE, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:15.952170,Weed Control,4085.2,4085.2,72.35,0.0,72.35,72.35
"323 GATEWOOD AVE, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:15.952170,Liming,4085.2,4085.2,72.35,0.0,72.35,72.35
"323 GATEWOOD AVE, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:15.952170,Disease Control,4085.2,4085.2,98.85,0.0,98.85,98.85
"323 GATEWOOD AVE, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:15.952170,Mosquito Control,4085.2,4085.2,79.0,0.0,79.0,79.0
"323 GATEWOOD AVE, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:15.952170,Aeration,4085.2,4085.2,182.1,0.0,182.1,182.1
"323 GATEWOOD AVE, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:15.952170,Aeration and Overseeding,4085.2,4085.2,334.3,0.0,334.3,334.3
"323 GATEWOOD AVE, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:15.952170,Soil Management,4085.2,4085.2,160.05,0.0,160.05,160.05
"713 VANVIEW DR, LEBANON, TN 37087",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:39.288087,Fertilization,7631.0,7631.0,86.35,0.0,86.35,86.35
"713 VANVIEW DR, LEBANON, TN 37087",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:39.288087,Weed Control,7631.0,7631.0,86.35,0.0,86.35,86.35
"713 VANVIEW DR, LEBANON, TN 37087",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:39.288087,Liming,7631.0,7631.0,86.35,0.0,86.35,86.35
"713 VANVIEW DR, LEBANON, TN 37087",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:39.288087,Disease Control,7631.0,7631.0,120.05,0.0,120.05,120.05
"713 VANVIEW DR, LEBANON, TN 37087",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:39.288087,Mosquito Control,7631.0,7631.0,79.0,0.0,79.0,79.0
"713 VANVIEW DR, LEBANON, TN 37087",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:39.288087,Aeration,7631.0,7631.0,249.2,0.0,249.2,249.2
"713 VANVIEW DR, LEBANON, TN 37087",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:39.288087,Aeration and Overseeding,7631.0,7631.0,452.6,0.0,452.6,452.6
"713 VANVIEW DR, LEBANON, TN 37087",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:39.288087,Soil Management,7631.0,7631.0,269.6,0.0,269.6,269.6
"107 COTHRAN DR, FRANKLIN, TN 37064",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:44.909078,Fertilization,6055.0,6055.0,80.55,0.0,80.55,80.55
"107 COTHRAN DR, FRANKLIN, TN 37064",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:44.909078,Weed Control,6055.0,6055.0,80.55,0.0,80.55,80.55
"107 COTHRAN DR, FRANKLIN, TN 37064",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:44.909078,Liming,6055.0,6055.0,80.55,0.0,80.55,80.55
"107 COTHRAN DR, FRANKLIN, TN 37064",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:44.909078,Disease Control,6055.0,6055.0,112.95,0.0,112.95,112.95
"107 COTHRAN DR, FRANKLIN, TN 37064",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:44.909078,Mosquito Control,6055.0,6055.0,79.0,0.0,79.0,79.0
"107 COTHRAN DR, FRANKLIN, TN 37064",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:44.909078,Aeration,6055.0,6055.0,216.65,0.0,216.65,216.65
"107 COTHRAN DR, FRANKLIN, TN 37064",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:44.909078,Aeration and Overseeding,6055.0,6055.0,409.9,0.0,409.9,409.9
"107 COTHRAN DR, FRANKLIN, TN 37064",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:44.909078,Soil Management,6055.0,6055.0,222.05,0.0,222.05,222.05
"2 GREER CT, CHARLOTTE, TN 37036",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:53.406528,Fertilization,2067.2,2067.2,66.5,0.0,66.5,66.5
"2 GREER CT, CHARLOTTE, TN 37036",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:53.406528,Weed Control,2067.2,2067.2,66.5,0.0,66.5,66.5
"2 GREER CT, CHARLOTTE, TN 37036",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:53.406528,Liming,2067.2,2067.2,66.5,0.0,66.5,66.5
"2 GREER CT, CHARLOTTE, TN 37036",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:53.406528,Disease Control,2067.2,2067.2,89.0,0.0,89.0,89.0
"2 GREER CT, CHARLOTTE, TN 37036",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:53.406528,Mosquito Control,2067.2,2067.2,79.0,0.0,79.0,79.0
"2 GREER CT, CHARLOTTE, TN 37036",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:53.406528,Aeration,2067.2,2067.2,149.55,0.0,149.55,149.55
"2 GREER CT, CHARLOTTE, TN 37036",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:53.406528,Aeration and Overseeding,2067.2,2067.2,275.4,0.0,275.4,275.4
"2 GREER CT, CHARLOTTE, TN 37036",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:07:53.406528,Soil Management,2067.2,2067.2,123.0,0.0,123.0,123.0
"1317 GOODMORNING DR, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:15.999386,Fertilization,6050.0,6050.0,80.55,0.0,80.55,80.55
"1317 GOODMORNING DR, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:15.999386,Weed Control,6050.0,6050.0,80.55,0.0,80.55,80.55
"1317 GOODMORNING DR, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:15.999386,Liming,6050.0,6050.0,80.55,0.0,80.55,80.55
"1317 GOODMORNING DR, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:15.999386,Disease Control,6050.0,6050.0,112.95,0.0,112.95,112.95
"1317 GOODMORNING DR, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:15.999386,Mosquito Control,6050.0,6050.0,79.0,0.0,79.0,79.0
"1317 GOODMORNING DR, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:15.999386,Aeration,6050.0,6050.0,216.65,0.0,216.65,216.65
"1317 GOODMORNING DR, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:15.999386,Aeration and Overseeding,6050.0,6050.0,409.9,0.0,409.9,409.9
"1317 GOODMORNING DR, NASHVILLE, TN 37207",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:15.999386,Soil Management,6050.0,6050.0,222.05,0.0,222.05,222.05
"205 LARKTON PL, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:47.182004,Fertilization,9529.0,9529.0,95.7,0.0,95.7,95.7
"205 LARKTON PL, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:47.182004,Weed Control,9529.0,9529.0,95.7,0.0,95.7,95.7
"205 LARKTON PL, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:47.182004,Liming,9529.0,9529.0,95.7,0.0,95.7,95.7
"205 LARKTON PL, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:47.182004,Disease Control,9529.0,9529.0,141.25,0.0,141.25,141.25
"205 LARKTON PL, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:47.182004,Mosquito Control,9529.0,9529.0,79.0,0.0,79.0,79.0
"205 LARKTON PL, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:47.182004,Aeration,9529.0,9529.0,299.55,0.0,299.55,299.55
"205 LARKTON PL, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:47.182004,Aeration and Overseeding,9529.0,9529.0,550.65,0.0,550.65,550.65
"205 LARKTON PL, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:47.182004,Soil Management,9529.0,9529.0,308.65,0.0,308.65,308.65
"420 LARKHILL LN, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:53.789135,Fertilization,6578.0,6578.0,80.55,0.0,80.55,80.55
"420 LARKHILL LN, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:53.789135,Weed Control,6578.0,6578.0,80.55,0.0,80.55,80.55
"420 LARKHILL LN, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:53.789135,Liming,6578.0,6578.0,80.55,0.0,80.55,80.55
"420 LARKHILL LN, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:53.789135,Disease Control,6578.0,6578.0,112.95,0.0,112.95,112.95
"420 LARKHILL LN, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:53.789135,Mosquito Control,6578.0,6578.0,79.0,0.0,79.0,79.0
"420 LARKHILL LN, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:53.789135,Aeration,6578.0,6578.0,216.65,0.0,216.65,216.65
"420 LARKHILL LN, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:53.789135,Aeration and Overseeding,6578.0,6578.0,409.9,0.0,409.9,409.9
"420 LARKHILL LN, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:08:53.789135,Soil Management,6578.0,6578.0,238.55,0.0,238.55,238.55
"502 SMOKEY RDG, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:10.975005,Fertilization,4356.0,4356.0,72.35,0.0,72.35,72.35
"502 SMOKEY RDG, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:10.975005,Weed Control,4356.0,4356.0,72.35,0.0,72.35,72.35
"502 SMOKEY RDG, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:10.975005,Liming,4356.0,4356.0,72.35,0.0,72.35,72.35
"502 SMOKEY RDG, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:10.975005,Disease Control,4356.0,4356.0,98.85,0.0,98.85,98.85
"502 SMOKEY RDG, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:10.975005,Mosquito Control,4356.0,4356.0,79.0,0.0,79.0,79.0
"502 SMOKEY RDG, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:10.975005,Aeration,4356.0,4356.0,182.1,0.0,182.1,182.1
"502 SMOKEY RDG, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:10.975005,Aeration and Overseeding,4356.0,4356.0,334.3,0.0,334.3,334.3
"502 SMOKEY RDG, NOLENSVILLE, TN 37135",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:10.975005,Soil Management,4356.0,4356.0,160.05,0.0,160.05,160.05
"422 KINSEY BLVD, MADISON, TN 37115",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:47.516070,Fertilization,5253.3,5253.3,75.85,0.0,75.85,75.85
"422 KINSEY BLVD, MADISON, TN 37115",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:47.516070,Weed Control,5253.3,5253.3,75.85,0.0,75.85,75.85
"422 KINSEY BLVD, MADISON, TN 37115",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:47.516070,Liming,5253.3,5253.3,75.85,0.0,75.85,75.85
"422 KINSEY BLVD, MADISON, TN 37115",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:47.516070,Disease Control,5253.3,5253.3,104.5,0.0,104.5,104.5
"422 KINSEY BLVD, MADISON, TN 37115",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:47.516070,Mosquito Control,5253.3,5253.3,79.0,0.0,79.0,79.0
"422 KINSEY BLVD, MADISON, TN 37115",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:47.516070,Aeration,5253.3,5253.3,182.1,0.0,182.1,182.1
"422 KINSEY BLVD, MADISON, TN 37115",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:47.516070,Aeration and Overseeding,5253.3,5253.3,373.05,0.0,373.05,373.05
"422 KINSEY BLVD, MADISON, TN 37115",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:09:47.516070,Soil Management,5253.3,5253.3,191.1,0.0,191.1,191.1
"2718 MCCAMPBELL AVE, NASHVILLE, TN 37214",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:09.125582,Fertilization,7631.0,7631.0,86.35,0.0,86.35,86.35
"2718 MCCAMPBELL AVE, NASHVILLE, TN 37214",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:09.125582,Weed Control,7631.0,7631.0,86.35,0.0,86.35,86.35
"2718 MCCAMPBELL AVE, NASHVILLE, TN 37214",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:09.125582,Liming,7631.0,7631.0,86.35,0.0,86.35,86.35
"2718 MCCAMPBELL AVE, NASHVILLE, TN 37214",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:09.125582,Disease Control,7631.0,7631.0,120.05,0.0,120.05,120.05
"2718 MCCAMPBELL AVE, NASHVILLE, TN 37214",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:09.125582,Mosquito Control,7631.0,7631.0,79.0,0.0,79.0,79.0
"2718 MCCAMPBELL AVE, NASHVILLE, TN 37214",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:09.125582,Aeration,7631.0,7631.0,249.2,0.0,249.2,249.2
"2718 MCCAMPBELL AVE, NASHVILLE, TN 37214",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:09.125582,Aeration and Overseeding,7631.0,7631.0,452.6,0.0,452.6,452.6
"2718 MCCAMPBELL AVE, NASHVILLE, TN 37214",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:09.125582,Soil Management,7631.0,7631.0,269.6,0.0,269.6,269.6
"1412 MOHER BLVD, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:51.449074,Fertilization,1016.8,1016.8,63.0,0.0,63.0,63.0
"1412 MOHER BLVD, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:51.449074,Weed Control,1016.8,1016.8,63.0,0.0,63.0,63.0
"1412 MOHER BLVD, FRANKLIN, TN 37069",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan,2026-03-18T16:10:51.449074,Liming,1016.8,1016.8,63.0,0.0,63.0,63.0
